world_seed,bank_id,bank_name,realized_usd_affinity,realized_business_affinity,realized_large_transfer_affinity,foreign_selection_weight,foreign_dirichlet_alpha,affinity_noise_sd,market_persistence,market_innovation_sd
1146763347,B000,BTYT,0.45,0.45,0.4,,,0.06382583075517448,0.890096038669726,0.052533468691490656
1146763347,B001,BROU,0.3319056283462769,0.5015861842278263,0.41867111228848203,,,0.06382583075517448,0.9527358260511835,0.020700976032690294
1146763347,B002,BHU,0.1849491670867322,0.16329179336459726,0.11992389604071621,,,0.06382583075517448,0.9512882137706473,0.022928066182640205
1146763347,B003,Bandes,0.2990696855850705,0.34465464381527067,0.2564045634986471,,,0.06382583075517448,0.8687591562250176,0.05552637819917232
1146763347,B004,BBVA Uruguay,0.6162636702916935,0.5576544914398512,0.39472998535441783,,,0.06382583075517448,0.8969765125513274,0.04089515792604315
1146763347,B005,Banco Nación,0.45080652649459824,0.47220756247484036,0.3860639923624479,,,0.06382583075517448,0.8910081255973504,0.03574951350211389
1146763347,B006,Itaú Uruguay,0.5480045075031346,0.6994123547237365,0.6004515571300506,,,0.06382583075517448,0.952643666418938,0.03443116650801259
1146763347,B007,Santander Uruguay,0.5474174583362239,0.6178826655016322,0.4333305436420685,,,0.06382583075517448,0.9570156430481631,0.029043051175852354
1146763347,B008,Banque Heritage Uruguay,0.7888135056037899,0.36632536649726605,0.7848990065906174,,,0.06382583075517448,0.9366521641943418,0.052432377397078206
1146763347,B009,Citibank Uruguay,0.790331342225974,0.9296902719611322,0.7851551010175191,,,0.06382583075517448,0.8841163793235419,0.04971783087720691
1146763347,B010,BTG Pactual Uruguay,0.8247488955825671,0.7751887568597369,0.7827288321522463,,,0.06382583075517448,0.851305461215002,0.04935860128790784
1146763347,B011,Scotiabank Uruguay,0.5454362437384913,0.6747985425733514,0.5642779518707703,,,0.06382583075517448,0.925408523457412,0.024680866894316894
1146763347,B101,JPMorgan Chase,0.9251712297433188,0.9297146408204215,0.9628279289888327,0.09912102363707122,3.0183212899154634,0.06382583075517448,,
1146763347,B102,Citibank International,0.9262783204590842,0.8594946022761967,0.9173152540309472,0.2609601534247882,3.0183212899154634,0.06382583075517448,,
1146763347,B103,Bank of America,0.8974945971238804,0.7624751083123132,0.8201879626491209,0.03753014258990028,3.0183212899154634,0.06382583075517448,,
1146763347,B104,Deutsche Bank,0.7056395858904964,0.859124422637065,0.8049812765915355,0.09876367263713075,3.0183212899154634,0.06382583075517448,,
1146763347,B105,BNP Paribas,0.712496806884934,0.8988981328808455,0.8466119036148969,0.2489486466018383,3.0183212899154634,0.06382583075517448,,
1146763347,B106,UBS,0.8660017147775962,0.5104327290823215,0.9572828722028197,0.03740894527596369,3.0183212899154634,0.06382583075517448,,
1146763347,B107,HSBC International,0.9716609585660871,0.8066196346688542,0.8441439731219472,0.2172674158333076,3.0183212899154634,0.06382583075517448,,
