world_seed,bank_id,bank_name,realized_usd_affinity,realized_business_affinity,realized_large_transfer_affinity,foreign_selection_weight,foreign_dirichlet_alpha,affinity_noise_sd,market_persistence,market_innovation_sd
3165889979,B000,BTYT,0.45,0.45,0.4,,,0.0407137154988877,0.9251517948881038,0.038119490129515085
3165889979,B001,BROU,0.4123299587843364,0.5112591147069507,0.41767642838341534,,,0.0407137154988877,0.9467351014366642,0.027123783712313068
3165889979,B002,BHU,0.26461954825960476,0.13570838030072033,0.2156858072848362,,,0.0407137154988877,0.9118183528126623,0.03636787291823046
3165889979,B003,Bandes,0.29045278994181445,0.4026301083741071,0.23617532495843777,,,0.0407137154988877,0.8580889692296597,0.05398759881405832
3165889979,B004,BBVA Uruguay,0.5254629945413233,0.5877668357984598,0.44506749424482644,,,0.0407137154988877,0.8846789852146891,0.036648351945243296
3165889979,B005,Banco Nación,0.5601796187805437,0.5825861237976331,0.5015715027518612,,,0.0407137154988877,0.8956278251120824,0.043041621188258855
3165889979,B006,Itaú Uruguay,0.5872433816054742,0.5918810460838069,0.6421111543601945,,,0.0407137154988877,0.917159804955262,0.024841714653045154
3165889979,B007,Santander Uruguay,0.5561426974481571,0.572501522360586,0.5507730139558332,,,0.0407137154988877,0.9169223950520465,0.028717029883891083
3165889979,B008,Banque Heritage Uruguay,0.7355613534848345,0.34373629797816524,0.7759965088506531,,,0.0407137154988877,0.9339316506385813,0.05240666069707698
3165889979,B009,Citibank Uruguay,0.8839609079759151,0.8531001139578795,0.8082821781234111,,,0.0407137154988877,0.9359677252744311,0.04214048997238585
3165889979,B010,BTG Pactual Uruguay,0.935592092953557,0.7295233928729213,0.760129180542918,,,0.0407137154988877,0.8954900829326596,0.031374507091961774
3165889979,B011,Scotiabank Uruguay,0.5512022352496272,0.5595375054207251,0.5834702863336363,,,0.0407137154988877,0.8944977622747151,0.0440793783053409
3165889979,B101,JPMorgan Chase,0.8868992646270965,0.9700629847219732,0.9440642621087698,0.1671751391558141,4.86955615195525,0.0407137154988877,,
3165889979,B102,Citibank International,0.8878543810569177,0.844175136342078,0.894858521242737,0.12879025479143236,4.86955615195525,0.0407137154988877,,
3165889979,B103,Bank of America,0.8539143307046897,0.8290795016463091,0.891477919739309,0.09878298018050524,4.86955615195525,0.0407137154988877,,
3165889979,B104,Deutsche Bank,0.818742786134335,0.8351442429961514,0.803197917729958,0.16413851844791424,4.86955615195525,0.0407137154988877,,
3165889979,B105,BNP Paribas,0.7270412333963839,0.7535479462717676,0.851920507114318,0.20254250335870577,4.86955615195525,0.0407137154988877,,
3165889979,B106,UBS,0.7936979618346721,0.5018107897075285,0.8999778869825835,0.05491973526378461,4.86955615195525,0.0407137154988877,,
3165889979,B107,HSBC International,0.8721749462385491,0.8590984332643018,0.8044449949534122,0.18365086880184361,4.86955615195525,0.0407137154988877,,
