world_seed,year,branch_id,branch_name,risk_group,structural_six_year_closure_prob,neutral_annual_hazard,customer_pressure,deposit_pressure,transaction_pressure,credit_pressure,cost_pressure,digital_substitution,network_overlap,operational_pressure,local_shock_flag,local_shock_magnitude,macro_growth_factor,credit_cycle_factor,financial_stress_factor,digitalization_factor,systemic_shock,systemic_shock_flag,closure_pressure,closures_before_draw,saturation_multiplier,annual_closure_probability,closure_draw,closed_this_year,closure_reason
739184621,2021,001,Treinta y Tres,A_CORE,6e-05,1.0000250009190026e-05,-0.14235798182536585,-0.17299398208269084,-0.03200450187528142,-0.19475919376230982,-0.49847430054376163,-0.6652928967106089,-0.36651605278750277,-0.6104832776419542,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,-0.29296164387397966,0,1.0,8.098490692131651e-06,0.18646299820653656,False,
739184621,2021,002,Vergara,D_VULNERABLE,0.075,0.012909537991917963,0.002967542454827915,-0.43751456119736964,-0.3550684675876305,-0.21442983593003165,0.13802346739898738,1.2658251247065941,-0.08834030723434566,0.0987791540016909,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.03363421008155284,0,1.0,0.013225979623857133,0.9624249057643471,False,
739184621,2021,003,José Pedro Varela,C_STANDARD,0.028,0.00472206159867683,0.2655258982386458,-0.238446860110977,0.03638513936665147,0.4634410912254071,0.3078423217004909,0.3019263966857421,-1.2110518774309669,-0.7321716646158368,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.027484714100345066,0,1.0,0.004816437167021633,0.07010220877370077,False,
739184621,2021,004,La Charqueada,D_VULNERABLE,0.095,0.01649909655059567,0.2920265294456744,-0.3794595674193869,-0.10301758386047802,0.8033865433981372,0.26304004258680375,0.026147559578312926,-0.04845304201075732,0.571524652815178,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.15638171760970346,0,1.0,0.018465432331138922,0.8056559391277822,False,
739184621,2021,005,Melo,B_STRATEGIC,0.006,0.0010025092058050245,0.08625462697868837,0.017076243530389737,0.29831959822446014,0.4025926979920221,0.2019434544863189,-0.2768985476114768,-0.29236798701147615,0.5014623186281044,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.13121542520732982,0,1.0,0.0011018396248529277,0.981187398948488,False,
739184621,2021,006,Cerro Chato,D_VULNERABLE,0.09,0.015595556519907738,1.454732657279228,-0.021276838594899594,-0.07510882210770564,0.48971971311710993,-0.05348199273009818,0.7259769120352504,0.7580056532367208,0.18367400831324163,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.42190605618637267,0,1.0,0.02113136428220821,0.49496439970122097,False,
739184621,2021,007,Santa Clara de Olimar,D_VULNERABLE,0.12,0.021080201746559446,-0.06597401700391659,0.3072586362490909,0.16936989591917784,-0.33484434679577935,-0.5279102585498088,0.41735684614958324,1.1960802751897888,0.31497951561613885,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.11844742388529472,0,1.0,0.022956851662704367,0.6018847672484222,False,
739184621,2021,008,Rocha,B_STRATEGIC,0.011,0.0018417930403104021,0.2687514407027449,-0.1743400764029284,-0.5294573679689236,-0.8545897757271246,-0.5488555768557649,0.46182785301940077,0.29590982048021564,0.1354036277872804,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,-0.1623268890090287,0,1.0,0.0016386360442587039,0.9922694361961605,False,
739184621,2021,009,Chuy,D_VULNERABLE,0.085,0.014696144149711432,0.5192389973555938,-0.15218094051083775,0.46250374201457345,0.33721952001950933,-0.08734610529213166,0.12296105244045896,-0.013223011711606614,0.6693200014855114,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.23120495194918425,0,1.0,0.017357986579111175,0.44900839096652667,False,
739184621,2021,010,Río Branco,C_STANDARD,0.045,0.007644619866971847,0.00671110809699077,0.035429478051002466,-0.42304707103189765,0.9946532820721078,-0.10958981030795345,-0.11613262631382842,-0.0492231630472279,0.4481102977422518,False,0.0,-0.0691010546152819,-0.0308091381423348,0.0808448580645127,0.1037968149499311,0.0,False,0.05854715181569753,0,1.0,0.007973759311650206,0.02513316862523085,False,
