customer_id,activity_intensity,digital_preference,cash_preference,spending_propensity,transfer_preference,liquidity_buffer,recurring_behavior,external_bank_affinity,financial_volatility,business_operating_intensity,business_seasonality
C0000001,0.948457519485713,0.37528089118328245,0.5360247187546511,0.3905263398997952,0.5436937812201246,1.0124530429380945,0.38933901309840546,0.7433984255591819,0.6364178674817315,1.0,0.0
C0000004,1.316054622801004,0.4961394949102275,0.35216935585929365,0.5672267248170632,0.7049131894458127,1.0064036821213485,0.5207447712531732,0.6402117376199912,0.47995974861957313,1.0,0.0
C0000007,1.3859191270011368,0.7675226630937448,0.10183008971435721,0.3016021796268449,0.8700299834926865,0.8379423228488302,0.45321336091049574,0.44732809145605823,0.363027300640494,1.8885708196073985,0.31719815534434836
C0000012,1.2571212762537132,0.3052338486578151,0.2074151036557045,0.5494427923992172,0.385016708999743,0.7038066602441627,0.773226044644658,0.5429060293169343,1.1149419970719234,0.7710268945416893,0.7591924247639459
C0000015,0.736493197305621,0.262994139982258,0.34732386867937665,0.07687675367681499,0.4947958708329837,1.276431012725874,0.7013866384343673,0.3052258756447585,2.126693089969844,1.0,0.0
C0000017,1.170876751470891,0.8882637668097246,0.07525909559962013,0.6004892210469541,0.9117860827790792,1.0853789562830807,0.4392957187784196,0.6928298418346625,0.7122521851546367,1.0,0.0
C0000018,1.5949693995888032,0.34621134209281984,0.283300866102014,0.3084569778317313,0.6033221446458176,0.7810126549564532,0.8231185491357943,0.700225364585964,0.962079591886175,1.0,0.0
C0000020,1.4869004735350824,0.3438095285002113,0.3593226736572884,0.4744482317448529,0.6602989151234109,0.5831124480083866,0.5901524147038332,0.571221082345242,0.7149167249056133,1.0,0.0
C0000023,0.6683041313012438,0.3700474424463436,0.5332242595565425,0.5037067067902138,0.13856150135197556,1.5483291933922059,0.5563662264981989,0.2188101638242162,0.785260879143723,1.0,0.0
C0000024,1.172744668468743,0.22815630541817714,0.4871303717898213,0.4709174290719191,0.287984903024522,0.5046469753146363,0.7077451052429254,0.5027864930771762,1.7056895111764956,1.0,0.0
C0000025,0.956069174866369,0.03835157656174041,0.9819411807601326,0.44672552484465927,0.33033283470978914,1.034354673119077,0.8106156166611952,0.29866434257577257,0.8651624340288226,1.0,0.0
C0000027,0.7430550767949599,0.26315882265099405,0.4157425548694704,0.40518836603628583,0.5807910498578454,0.9023780527466845,0.6426768484988173,0.9270711940131972,0.6914097545189185,1.0,0.0
C0000028,1.2256703091676504,0.34173376879490786,0.3350580540868524,0.13692820852076643,0.6827749922708626,0.8060645657242663,0.4854260621947321,0.8681446611164708,1.8585477118107985,1.0,0.0
C0000032,1.3303997882108427,0.4612040775299047,0.21445367910127505,0.6385126572357046,0.4128770094090375,1.017602845634917,0.682755527601342,0.10262993550852474,1.1235041183819272,1.0,0.0
C0000034,1.3763459410151102,0.39675718816515604,0.1605817658081313,0.5083483327019728,0.7068761533024227,0.879841775176015,0.4634729955657651,0.5793940794350008,1.2642946875930647,1.0,0.0
C0000036,1.5749568783286263,0.5333829982891104,0.5611530558163131,0.4806625632375552,0.7235821296142035,1.5574689780266224,0.32850156613775866,0.44657059419654127,0.7043967386254036,1.0,0.0
C0000039,2.3835421306984057,0.6699599125904132,0.05148263260247364,0.8496189032304929,0.8734162793714684,0.8979782797129258,0.5373190509486873,0.6882313145780918,1.2207096395698454,4.0,0.8146391484419172
C0000040,1.1289146227253928,0.5216746717674356,0.09985560919167591,0.7125929447604011,0.5019139622446024,0.5445932788872634,0.37400722464430664,0.3097231537018611,0.6505872201135967,1.0,0.0
C0000046,1.2681159196540264,0.1806069730889072,0.6020174624194323,0.42984133241115896,0.19025594267653803,0.9148588108646643,0.19513701935478944,0.169032664152691,0.7714048395914462,1.0,0.0
C0000048,1.3425720811023247,0.7459249808846579,0.26229409789401076,0.371394944412269,0.5670602535759739,1.5505408841693926,0.22402665716065875,0.38746449593167254,0.706828861646471,1.0,0.0
C0000050,1.6942282032442348,0.042111491883693154,0.799926374554232,0.5923664590184174,0.24038361670668237,1.436459328295825,0.24358848822078957,0.5644339696930067,0.686236283792382,1.0,0.0
C0000051,1.5349828797508214,0.4689015676259008,0.354795319676527,0.5293817987428945,0.8411067004537653,0.6328320734022707,0.6052387813561001,0.8277650584037913,0.7485351990194131,1.0,0.0
C0000052,1.531741659364712,0.12332900929212919,0.773316291764945,0.5694464791755349,0.42082750144788716,0.9866916128616556,0.7898099018712136,0.12416555421358808,0.6818842238854622,1.0,0.0
C0000053,0.9329165200259121,0.41626788590803354,0.3701343289504303,0.22574873306167226,0.8611648166565616,0.7980275801319107,0.25054404215924314,0.5905458369822995,0.8928449415929892,1.049512600312401,0.6387262966827096
C0000055,0.9680494280357701,0.13141772956360065,0.5567328073658611,0.42037719641319427,0.833880209582933,1.197478745396325,0.6355334391540824,0.9223818589727254,0.9381704715324681,1.0,0.0
C0000056,1.1530508495101617,0.21976092564911878,0.3871544070763813,0.4374482112687185,0.28498524349249227,1.5314643004365864,0.5529545252293774,0.504663191923004,0.41400312224063285,1.0,0.0
C0000057,1.0147134807080882,0.3201869368534837,0.6000043568785709,0.6207041657227741,0.17186852391179114,1.0854820451554972,0.5463244420984006,0.20818998543408618,0.7012925582922679,1.0,0.0
C0000058,1.6954513792186428,0.6852758710324092,0.41448145668311664,0.6536446139421256,0.7352150887814429,1.3609406413243759,0.40390814177434115,0.4847680686185421,1.5748785438100827,2.1277469012971566,0.9931491649226115
C0000060,1.1072950597724354,0.16462012924516514,0.49807256012734336,0.6360570214080863,0.21312933702840006,0.5569652881316671,0.14504111091714844,0.29273468697693944,1.25622112621423,1.0,0.0
C0000061,1.6559522655149415,0.565063667855971,0.1414617253203197,0.4428110214346798,0.6018853585277607,1.9841065893010226,0.6465773285953375,0.2823420688270181,0.6494805519875001,1.0,0.0
C0000062,1.1616804848587499,0.4560828840105102,0.25765688081078014,0.8100108339763128,0.22057353998472418,0.793159518520782,0.19516751200194613,0.736172001603224,0.8261555932700787,1.0,0.0
C0000065,1.4536968281474847,0.05429445271783776,0.7096644942618237,0.7549658271279784,0.37210516306067665,0.6579920713343071,0.6650273303169315,0.6000302337221132,0.39899792848280535,1.0,0.0
C0000070,1.0940017456300652,0.16747095905939796,0.7608119036753013,0.5476959804063793,0.2389499156545314,0.6365869089624608,0.7133955975823613,0.48095408909483456,0.5280597155292216,1.0,0.0
C0000077,1.390483075885864,0.1904052712487733,0.3610072804556023,0.7678201421478796,0.22613361569194948,0.5803745048365677,0.6505666577835852,0.2532190064769073,0.6219659783474745,1.0,0.0
C0000079,0.7592389005094267,0.2614691338601404,0.13187784724673482,0.21637989404426863,0.6115540757126032,0.8906216226643682,0.3494909327931687,0.2222070866468136,0.7762510326428904,1.0,0.0
C0000080,1.5949231382005702,0.30605081780723753,0.12362699499960117,0.7114912117580084,0.330633165531951,0.9955131086654225,0.47234457158917403,0.33722177615854215,0.9521152353814212,1.0,0.0
C0000082,1.1248555452736875,0.41838249808757794,0.10245283694312479,0.3341295504738678,0.7368797797365868,1.025688201386459,0.4819715918065657,0.5016577538286262,0.46792126040811877,1.0,0.0
C0000092,0.7873618732069428,0.13709613462596865,0.7129518830477584,0.4653059097181921,0.5852160597467504,1.3815625183639832,0.5410106915890848,0.2167906972596061,0.38287908956419375,1.0,0.0
C0000097,1.6080421822980229,0.18841148974188165,0.41130161850625896,0.9021743969978273,0.6312022864968287,0.3262420972886239,0.8427952463222104,0.5853170786707687,0.9137576594806314,1.0,0.0
C0000098,0.6203036474863042,0.1460471811382966,0.3249794906563788,0.18458377907604168,0.4110129394927083,0.7260133798952596,0.431417681014972,0.35343343155020207,0.3156949489453966,1.0,0.0
C0000099,1.0545873209616754,0.05811230770400188,0.6553545079725813,0.5386252416717127,0.5367459191423912,1.4261049823756342,0.6928778078663302,0.6770485740434333,0.6109283479279448,1.0,0.0
C0000105,1.3509053151446,0.6899301313290193,0.4714252605685084,0.5113098739380797,0.45048991922271986,1.1761488885844222,0.5696297478218524,0.2534933659740049,0.836247234699569,1.0,0.0
C0000107,1.1966494809055384,0.21562236149841124,0.4814150184540554,0.7071567270691094,0.6070148315708279,1.05501664265357,0.47407093121311705,0.31806558409355035,0.5534289168819816,1.0,0.0
C0000115,1.4753197230358785,0.5774637497209268,0.3003777011381637,0.722004623962799,0.7338684329106059,0.36343586218748475,0.6733521685769803,0.17162489409892004,0.9396795361421568,1.0,0.0
C0000120,1.1283599443795187,0.32114663487174117,0.6937230507372494,0.20265844565761112,0.653265785847576,0.821281404846323,0.30110613139147174,0.2345316029773815,0.2,1.0,0.0
C0000122,1.2727078687955533,0.307880278568707,0.20824096326190888,0.3668105964252701,0.510114493603758,2.0606043415942605,0.921152515676202,0.43448153663903,1.0933031266521527,1.0,0.0
C0000123,1.1377551252959475,0.03165982363614433,0.8764312462498042,0.8517889356391507,0.5265067539645529,0.7436387983428427,0.5272958470336782,0.4960157047566532,1.3860952895767424,1.0,0.0
C0000125,0.8434872278230092,0.31154414038013917,0.2778344583881952,0.4124150445965196,0.3184770697739192,0.7694894570681353,0.8078920864248367,0.438039694974039,0.3035375555265649,1.0,0.0
C0000130,1.0748683135855828,0.3770288334755259,0.4997774669184016,0.6307739002181321,0.426917316850994,0.9138570978171984,0.39249777255942025,0.5102134584997632,0.5727306309265823,1.0,0.0
C0000131,1.1858437045727392,0.3994978772351014,0.5995483163409622,0.44659479358018767,0.4590334680750528,1.1253787326132314,0.8457405606822828,0.5865245774477262,0.8767103849637369,1.0,0.0
C0000133,0.8236932513900056,0.12958247341122836,0.43370993815566883,0.21310060244638476,0.26870500305710426,0.5313642076908102,0.3923886647112639,0.22629695096524885,0.6503987600597957,0.5,0.49922396213259995
C0000134,1.5140496051037042,0.5712737226218885,0.08933602923153017,0.24805050437493623,0.7843048463161097,1.0929395523686705,0.6048525931459129,0.196726780094345,0.5995274595837022,1.0,0.0
C0000135,1.238377404566673,0.19536786971346148,0.5948436720800193,0.4673489205917591,0.5035594222890857,1.3488314909010182,0.5850419105907533,0.635004886584611,0.9576687795337921,1.0,0.0
C0000137,1.3207265557998673,0.26768359855254736,0.19045031469541918,0.43912056153998247,0.6340709304544884,0.43678088686578487,0.17228533121447667,0.8203594185050239,0.7210786215390089,1.0,0.0
C0000139,1.4957729287526742,0.14506586767678087,0.8787786067274842,0.8332738590115283,0.3513258679273778,0.44386055421440157,0.4914060339464218,0.4438975898574723,0.7015353333839619,1.0,0.0
C0000142,1.2522983742304135,0.12850348164474618,0.5543998006735361,0.18323410586586175,0.7823589816007946,0.8762862005414486,0.4352736751650654,0.6857957498423639,0.9108376115592505,1.0,0.0
C0000146,1.2196641473813166,0.5541856450538667,0.20089392438962309,0.6277835722310353,0.6258715580408735,1.138282949626639,0.6714596573470644,0.7493766218521765,1.0372606285067696,1.0,0.0
C0000151,1.3357625375041338,0.6711724152971534,0.49578410271682694,0.3946456081307332,0.6682230800842357,0.9907076991405287,0.5517485439104833,0.4576349442662691,0.8069771932917631,1.0,0.0
C0000153,1.748303089873723,0.29349887983397205,0.4813860201727946,0.6430956290917563,0.773821414825625,0.6028867157003647,0.22895025809233838,0.5463868232241335,1.0665305510901957,1.0,0.0
C0000155,1.2963023877612119,0.3976974073714104,0.3320172900459795,0.49852657369977454,0.2937634204285294,0.8215437976249661,0.29617728105162155,0.17610133527376334,0.5923607027013958,1.0,0.0
C0000156,0.8401659897073624,0.3609122239356684,0.20320021496582677,0.3600387698774202,0.6135944849161523,0.6878618183577361,0.38661315726998136,0.693579126905182,0.6281131397037001,1.0,0.0
C0000159,2.1542990771366757,0.1055722010601217,0.32987311357399907,0.6836422618886506,0.6897094004779112,1.1855258208413033,0.6800217965670216,0.3551734454040204,1.1076253008719414,1.0,0.0
C0000160,1.1920756872489597,0.13601826874432416,0.6821431775450651,0.5301222654160517,0.42729015993583996,0.6862938336009368,0.8315828992355693,0.7975512922934072,0.8561549179885213,1.0,0.0
