customer_id,activity_intensity,digital_preference,cash_preference,spending_propensity,transfer_preference,liquidity_buffer,recurring_behavior,external_bank_affinity,financial_volatility,business_operating_intensity,business_seasonality
C0000018,1.2219308146983496,0.2356714454863552,0.6516875884063628,0.2372933865682481,0.23156558561904153,2.1592077974822104,0.6754985160263203,0.29875771728922457,0.9086683310577776,1.0,0.0
C0000130,1.2406306396314462,0.7751007543087716,0.33735678443663825,0.617343569258187,0.407582613107963,1.165163668304875,0.2652768870632601,0.28775795269681115,0.65002191592406,1.0,0.0
C0000146,0.8695666790511016,0.38977771383354975,0.3954581258484299,0.16278446756515005,0.5494053469375312,0.9035427395865483,0.7946274746069897,0.6294776396311357,0.41713296774415726,1.0,0.0
C0000188,1.1557620942233209,0.11008648340829567,0.43709837180101613,0.49161687350478916,0.5830333231725988,0.41865540210870145,0.6481117869705192,0.2194159841791496,0.2674434672277927,1.0,0.0
C0000308,1.012723243426374,0.4844785730641235,0.6159389019605783,0.14221418625201432,0.39710908607068945,1.2422299593993842,0.293104899167182,0.7127818073664971,0.8189033756309019,1.0,0.0
C0000341,0.9511459450712397,0.0476067852970723,0.6426892123692373,0.7912781460106757,0.2202270821795179,1.133364680649288,0.5110062743510408,0.7227180177277739,0.8627250546919503,1.0,0.0
C0000409,0.7603334018267442,0.4723361402454606,0.1512842520319589,0.4182232069216048,0.390292290432174,0.8957576761472914,0.7684549034651892,0.7591791664676457,0.5307508411757116,1.0,0.0
C0000461,1.5320128490237552,0.14860006004377102,0.8602846389966684,0.8032237677954559,0.7435012415473272,0.645522995891238,0.16194566246111178,0.6376447775591444,0.7103196711373678,1.0,0.0
C0000510,1.4730313028324835,0.09407051498792957,0.8067581708980119,0.7221241674611817,0.582079465219398,0.5953333093296388,0.6519728126852024,0.6863804666025101,1.1257262884607961,1.0,0.0
C0000533,0.6390884917826176,0.37329562341464145,0.1831786522375263,0.2699970319505048,0.3452184793606872,0.4169260381762805,0.4626509108491016,0.5571627844436412,0.2,1.0,0.0
C0000670,2.1925888660701287,0.7332765427571191,0.31623380572536275,0.6924029976243267,0.7622385227280647,0.596386620878317,0.4928117113689806,0.35368184916629825,0.6709023416193886,1.0,0.0
C0000809,1.913258735629111,0.6184754193177366,0.6087121640432261,0.7300016888446951,0.6254317241945322,1.5316652026005766,0.8375012645851095,0.6334069035678461,0.6394962121019967,1.0,0.0
C0000814,1.2974152948579258,0.399713886102616,0.18049373648297248,0.5799792040035925,0.45173955224750917,0.5493694216726791,0.9006791712923051,0.581626121941547,0.8730847577611135,1.0,0.0
C0000819,1.8310625531061075,0.7089290962987381,0.5524906229070604,0.8615013124817358,0.6120731276929782,0.9641814465993468,0.7599545011531579,0.514971792125043,0.895554375174348,1.0,0.0
C0000878,0.9088868037985288,0.3223898670491218,0.40205525272768305,0.7345550261980387,0.2707063640960949,0.7266472119922817,0.5886737214287873,0.1267105791060925,0.4853484106152386,1.0,0.0
C0000889,0.7171731755083682,0.7612758539538528,0.4501549137736736,0.5015324148901288,0.7126896649503454,1.2845924677851126,0.1503250087411823,0.6841167097908896,0.4141715798935411,1.0,0.0
C0000958,1.7236823431415105,0.5912399173825214,0.6847788833163372,0.4672404244119967,0.6959636033759223,0.5080834632801735,0.3595096821231287,0.4419167701530659,1.1778897863016053,1.0,0.0
C0001174,1.654684859265162,0.4565851331141088,0.4983738299193518,0.4233395948100861,0.7433135398436342,1.1460322545626507,0.7932907396091075,0.8211718838117064,0.7793364502300071,1.0,0.0
C0001199,1.190375365958211,0.2696412144982644,0.622601969939629,0.7289892985329145,0.24726473816869265,0.8941242608800908,0.27689755605619465,0.37146504128063224,0.9707379590102824,1.0,0.0
C0001248,0.8373581305007641,0.8585617799651285,0.2602504753460598,0.2364006801272779,0.5414475740036534,1.9274254143836416,0.29212381683458816,0.47089111068575834,0.3734371193771808,1.0,0.0
C0001319,1.3201711129627145,0.17415914277445402,0.8872124984817189,0.32986412542515,0.7569844888284973,0.823361668233731,0.2213537057350571,0.7991782943244179,1.0664942331888991,1.0,0.0
C0001329,1.984684324931231,0.1738704802912964,0.804675270675197,0.3111167231634354,0.5266041569902865,1.7096980319061423,0.798002332579492,0.7977744241007386,0.9495568486768295,1.0,0.0
C0001389,0.7946635648085119,0.09210098884557938,0.5287222247882714,0.7284073243510366,0.6211908834229541,0.7017751452845085,0.36861506875511607,0.557382904703566,0.8999768338166129,1.0,0.0
C0001420,1.039045853022818,0.1302742227802944,0.7935252716625291,0.17720808404547658,0.25846513345617544,1.232250752456361,0.5559610513378296,0.35986654870439927,0.9593182331553944,1.0,0.0
C0001441,1.3096800065639087,0.46975754533002545,0.5540540701048794,0.48027168352650507,0.22449686906814129,1.2264282357870258,0.4588121956568838,0.39350063712015143,0.5364652515670956,1.0,0.0
C0001531,1.0646048221231574,0.48998027618964457,0.19506848623464776,0.5232919291282679,0.31932230874815704,0.7373409866307236,0.3893598867816233,0.14095426841266342,0.7768861190851493,1.0,0.0
C0001546,1.5837163594585482,0.25616161689514605,0.790014754119939,0.32942427975969335,0.5606802314941449,0.31581716423074635,0.7236501500988262,0.39772912660790155,1.0327377482137243,1.0,0.0
C0001584,1.8109789887161354,0.6806962779020524,0.5870115209403441,0.34291133305058286,0.6890257118645297,0.8440345757653952,0.5499867582979981,0.3352644995496266,0.7366691661555163,1.0,0.0
C0001669,1.4032214875768314,0.2923855787606032,0.41485872612641916,0.7149448785500939,0.17731620745920637,0.8165055875234525,0.637226187829682,0.22337215303173835,0.43359909765104604,1.0,0.0
C0001727,1.4432772620694625,0.032512239841017455,0.9484759265887187,0.7826751706733251,0.3517378413499698,0.4099816168047718,0.506004075788811,0.3206716770577249,1.0454232710902531,1.0,0.0
C0001829,1.5229656802094775,0.242992640116072,0.37290477320504056,0.5759521383139089,0.8077467196723551,0.88600425376519,0.23413082817027772,0.48007738039163655,1.4224650213219243,1.0,0.0
C0001886,1.1317357005678816,0.2575264632412141,0.16121882615807145,0.3943745664392838,0.23504761533211233,0.6880251947205678,0.4482619478856838,0.4546139987342058,0.5342346658540968,1.0,0.0
C0002018,1.1800434725242426,0.15246596442675628,0.837386120182001,0.1315636914100074,0.5692477973913639,1.1076498194359874,0.6763513920045108,0.34334264461604547,0.6914473635115178,1.0,0.0
C0002058,1.1012634843258735,0.2767639815444226,0.5042304379010207,0.3318555104321238,0.6958787934532641,0.7206592096054206,0.7719479888060781,0.7732507533013901,0.740395572098347,1.0,0.0
C0002078,2.0096293699441823,0.3559253163069096,0.1781805553734662,0.35988124290666534,0.8903774833031912,0.6870085200540264,0.3057680291458674,0.45425498623974647,0.8130214016574594,1.0,0.0
C0002237,1.347001515536993,0.5838495869953791,0.1353970759927072,0.32525163775194954,0.5882077039333841,0.8881380073861086,0.6206763559952558,0.100420531887165,1.0322440545708644,1.0,0.0
C0002260,1.3007453916965754,0.5715522583168138,0.2521830422821557,0.3952021076121457,0.35176325436896133,0.9117987231358654,0.30894869890698706,0.454084418897482,0.4464227699327587,1.0,0.0
C0002293,1.213717184766078,0.24460949318263944,0.5230354658893911,0.6228145602132958,0.41895896175676817,1.3042478564198168,0.36503073261504493,0.20080021116310845,0.36021287365782706,1.0,0.0
C0002551,1.4978519539397754,0.4759291219812131,0.38508864376666857,0.6408834701030318,0.49459279934570793,0.5426856391554147,0.661745832166637,0.8634538641425645,0.6059741086324018,1.0,0.0
C0002612,1.5728190246840001,0.6678810743064307,0.5012830889319503,0.6643322561119362,0.533244409210738,1.1347613695631757,0.8445246744990026,0.7065220178431094,1.0747221914343599,1.289931211775638,0.714949963403803
C0002656,0.9926568899180332,0.2326379467502209,0.4429045266427348,0.3630402592725241,0.586633885831501,1.2073738136362473,0.16272932431855647,0.5017614531410227,0.7855830761909244,1.0,0.0
C0002685,1.366529810484945,0.4348623090742505,0.40354704711510375,0.8296239039147817,0.252554243466846,0.7595120434680114,0.5813833882511807,0.3712461360436774,0.6250969012290841,1.0,0.0
C0002753,0.9279129562475189,0.5057372612143346,0.29935893902206406,0.4952940850967469,0.4159895605220423,0.5909020173666419,0.6726604802094461,0.32673685746682396,0.36077039923005844,1.0,0.0
C0002808,2.0392808981545762,0.2583864429168256,0.31521904650254917,0.8149231716372625,0.6163361867014413,0.25,0.311541174016089,0.32814946939149325,0.9418328458795997,1.0,0.0
C0002828,1.8039687293646012,0.26709450125999123,0.6742444704178334,0.756436173629449,0.5491656814802194,0.9246812148434443,0.8722126868397035,0.6996919211284374,0.35087273593331975,1.0,0.0
C0002944,1.292116252450266,0.7618256361085357,0.40065731641053226,0.20790330719372382,0.374477753079995,1.1103311604792718,0.8874765440337611,0.20290707225946866,0.24257390419839558,1.0,0.0
C0002949,0.805729632120685,0.2867781752387264,0.6935601219280473,0.6709454384033519,0.4240441147277228,1.0312721668190512,0.9465105577328314,0.23563664537646462,0.4991108139033862,1.0,0.0
C0002955,1.0550565928078879,0.40644718683163633,0.5143627738373291,0.6236939683511391,0.5293624331767365,0.5766074574854695,0.7049989369136833,0.4608258993352983,0.8853851958556325,1.0,0.0
