branch_world_seed,bank_world_seed,year,branch_id,branch_name,branch_type,branch_size,base_annual_hazard,operating_pressure_state,local_shock_flag,local_shock_magnitude,financial_stress_factor,digitalization_factor,systemic_shock,systemic_shock_flag,annual_closure_probability,closure_draw,closed_this_year,closure_reason
20260901,1146763347,2021,001,Treinta y Tres,BRANCH,LARGE,1e-05,0.4059497267967321,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,1e-05,0.10653878371936942,False,
20260901,1146763347,2021,002,Vergara,AGENCY,SMALL,0.010450000000000001,-0.1820960809904801,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.008935530471844061,0.5501063922644994,False,
20260901,1146763347,2021,003,José Pedro Varela,BRANCH,MEDIUM,0.0012,0.7199491970260752,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.0015179557001274927,0.3606042672216514,False,
20260901,1146763347,2021,004,La Charqueada,AGENCY,SMALL,0.01235,-0.12282212521324198,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.010864940097910376,0.46335751639529266,False,
20260901,1146763347,2021,005,Melo,BRANCH,LARGE,1.4400000000000001e-05,0.19962245034464565,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,1.4189671018665438e-05,0.5695348941771996,False,
20260901,1146763347,2021,006,Cerro Chato,AGENCY,SMALL,0.011875,1.0934910532809143,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.018730453205052823,0.8848114998582378,False,
20260901,1146763347,2021,007,Santa Clara de Olimar,AGENCY,SMALL,0.016149999999999998,-0.4368329650001268,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.012220072466512046,0.667886224695613,False,
20260901,1146763347,2021,008,Rocha,BRANCH,MEDIUM,0.00021599999999999996,-0.3754358577922493,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.00016150506753131295,0.42499877047466417,False,
20260901,1146763347,2021,009,Chuy,AGENCY,SMALL,0.011399999999999999,1.0159132588340944,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.017323974944354417,0.5871272086028213,False,
20260901,1146763347,2021,010,Río Branco,AGENCY,SMALL,0.010924999999999999,0.5765079334283936,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.013445133330963983,0.25017953575784035,False,
20260901,1146763347,2021,011,Aceguá,AGENCY,SMALL,0.01235,-0.10855715533529643,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.01093958963662298,0.6905936990374737,False,
20260901,1146763347,2021,012,Minas,BRANCH,MEDIUM,0.0012,-0.36843490603806084,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.0009002706181921513,0.5002098060162915,False,
20260901,1146763347,2021,013,Maldonado,BRANCH,LARGE,1.296e-05,0.08078211759050233,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,1.2062608138769298e-05,0.373529450544806,False,
20260901,1146763347,2021,014,Piriápolis,AGENCY,SMALL,0.014725,0.5997747488714341,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.01832522024284568,0.7541971992729404,False,
20260901,1146763347,2021,015,Punta del Este,AGENCY,MEDIUM,0.0055,0.3200841435365511,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.005984831222625293,0.3453324587003095,False,
20260901,1146763347,2021,016,La Paloma,AGENCY,SMALL,0.01235,-0.6630489027585511,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.008383221326762318,0.5619347044691297,False,
20260901,1146763347,2021,017,Montevideo Centro,BRANCH,LARGE,7.2000000000000005e-06,0.34342283544834806,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,7.6018475099674125e-06,0.7094932769339941,False,
20260901,1146763347,2021,018,Pando,AGENCY,SMALL,0.009975,0.29935262793132283,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.010746830582808172,0.4043981319848704,False,
20260901,1146763347,2021,019,WTC,AGENCY,MEDIUM,0.0055,0.08786552725595989,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.005353567722839497,0.3656088830279799,False,
20260901,1146763347,2021,020,Canelones,BRANCH,MEDIUM,0.00021599999999999996,0.02832813986583138,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.00019604480674561954,0.026326016123214502,False,
20260901,1146763347,2021,021,Durazno,BRANCH,MEDIUM,0.00021599999999999996,0.12067013473599689,True,0.9610847185546877,-0.2554040117319202,0.1872051279833187,0.0,False,0.0004866979200173689,0.3937543928620716,False,
20260901,1146763347,2021,022,Rivera,BRANCH,MEDIUM,0.0012,-0.019583711083181354,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.0010643759868555662,0.8043397347904366,False,
20260901,1146763347,2021,023,Las Piedras,AGENCY,MEDIUM,0.0055,-0.5889715148505417,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.003868556432219271,0.3138840041999684,False,
20260901,1146763347,2021,024,Tacuarembó,BRANCH,MEDIUM,0.0012,-0.6039076418897456,False,0.0,-0.2554040117319202,0.1872051279833187,0.0,False,0.0008040556569123852,0.5433842210793682,False,
