branch_world_seed,bank_world_seed,year,branch_id,branch_name,risk_group,structural_six_year_closure_prob,neutral_annual_hazard,customer_pressure,deposit_pressure,transaction_pressure,credit_pressure,cost_pressure,digital_substitution,network_overlap,operational_pressure,local_shock_flag,local_shock_magnitude,macro_growth_factor,credit_cycle_factor,financial_stress_factor,digitalization_factor,systemic_shock,systemic_shock_flag,closure_pressure,closures_before_draw,saturation_multiplier,annual_closure_probability,closure_draw,closed_this_year,closure_reason
20260901,1146763347,2021,001,Treinta y Tres,A_CORE,6e-05,1.0000250009190026e-05,-0.07151741262611239,-0.6073682669107601,0.40778570685974014,0.13130575072804718,0.5906963901857945,-0.634801623474502,0.36260622714320956,0.29116396981053105,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.02559892958802905,0,1.0,1.0186275987719954e-05,0.10653878371936942,False,
20260901,1146763347,2021,002,Vergara,D_VULNERABLE,0.075,0.012909537991917963,0.5661940571836891,-0.45131506093877616,0.049621531121245455,0.5988671165875794,-0.06917971764492792,-0.14605732754067982,0.3803810772342514,1.2831902922638663,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.16885428283964393,0,1.0,0.014578407578360953,0.5501063922644994,False,
20260901,1146763347,2021,003,José Pedro Varela,C_STANDARD,0.028,0.00472206159867683,-0.23078635725817503,-0.5946408933739042,0.6344224012000069,-0.08120026653119855,-0.1290877328969553,0.3800879218907086,-0.14927399722911588,0.020420762112043328,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,-0.02956537935215202,0,1.0,0.004622605053076841,0.3606042672216514,False,
20260901,1146763347,2021,004,La Charqueada,D_VULNERABLE,0.095,0.01649909655059567,0.12136714541863924,0.6449224930993782,0.5667096328821879,-0.5178797374216446,0.13799058842924894,-0.6183091852028041,-0.37443934670723694,0.14790288138655505,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.04404842877342216,0,1.0,0.01703074931843892,0.46335751639529266,False,
20260901,1146763347,2021,005,Melo,B_STRATEGIC,0.006,0.0010025092058050245,-0.018855079639713446,0.013260033685457723,-0.2403465169792955,-0.6946377775029942,-0.4004368260702829,-0.6915029920637067,0.1285590620053817,0.1826565414195415,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,-0.27070289968841327,0,1.0,0.0008249767913242621,0.5695348941771996,False,
20260901,1146763347,2021,006,Cerro Chato,D_VULNERABLE,0.09,0.015595556519907738,0.4666837652253334,0.8867577673736682,0.5448202093122096,-0.09034699285454484,-0.09980308901272747,0.7446227501918183,0.2765447023679066,-0.3178863434020998,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.3246418463058464,0,1.0,0.019702157835729876,0.8848114998582378,False,
20260901,1146763347,2021,007,Santa Clara de Olimar,D_VULNERABLE,0.12,0.021080201746559446,0.6417757149731494,0.06631607739565465,-0.3700217081072622,0.20316646899325325,-0.28049007830603345,0.6252241080101015,0.8683023530620564,0.055381329298302626,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.14778075532028073,0,1.0,0.02344685657606032,0.667886224695613,False,
20260901,1146763347,2021,008,Rocha,B_STRATEGIC,0.011,0.0018417930403104021,-0.6226168786071308,-0.47260123540762683,-0.7347698811083777,0.06162632796579931,0.5763303234176558,0.8240052751106258,0.12757130472219258,-0.3617783536057021,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,-0.132401425202558,0,1.0,0.00167432575416077,0.42499877047466417,False,
20260901,1146763347,2021,009,Chuy,D_VULNERABLE,0.085,0.014696144149711432,0.21969755288193,-0.45523059996941806,0.003900647556619119,0.6703408436857065,-0.33996962630528965,-0.26975063491085666,0.6336964281213942,-0.32259774061665625,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,-0.030465688638261688,0,1.0,0.014377289748014882,0.5871272086028213,False,
20260901,1146763347,2021,010,Río Branco,C_STANDARD,0.045,0.007644619866971847,0.27059181509693353,-0.14327793868540345,-0.03981995856432765,0.16103386541404005,-0.70826294337504,0.41014580042234117,0.7271577633118647,0.6336250849839916,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.05304856212739416,0,1.0,0.00794225372773676,0.25017953575784035,False,
20260901,1146763347,2021,011,Aceguá,D_VULNERABLE,0.1,0.01740680614731016,0.7312492696679467,-0.4813292058104405,-0.2613702036045764,0.47060060660501246,1.3611637516639001,-0.613113978740955,0.30533809086064456,0.30293456026919385,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,0.20503339043172736,0,1.0,0.020175829503792483,0.6905936990374737,False,
20260901,1146763347,2021,012,Minas,B_STRATEGIC,0.012,0.002010073962457337,-0.11283775923115064,-0.2943514896978194,-0.6751640603510785,-0.21290441260527504,-0.5044071879034491,0.04090533625786083,-0.582833170007418,-0.3523965049518034,False,0.0,-0.0383134021192894,-0.0097784110809269,-0.2554040117319202,0.1872051279833187,0.0,False,-0.3660485401696694,0,1.0,0.001544370786878994,0.5002098060162915,False,
