world_seed,bank_id,bank_name,realized_usd_affinity,realized_business_affinity,realized_large_transfer_affinity,foreign_selection_weight,foreign_dirichlet_alpha,affinity_noise_sd,market_persistence,market_innovation_sd
739184621,B000,BTYT,0.45,0.45,0.4,,,0.08152244443146799,0.8636474073199254,0.04761007712540726
739184621,B001,BROU,0.34934197061241595,0.5699273994027109,0.3237520738767654,,,0.08152244443146799,0.9197520768305495,0.01903094260398921
739184621,B002,BHU,0.17270969315419893,0.18137795764885037,0.08699471437120199,,,0.08152244443146799,0.8867442454689367,0.02278578401843456
739184621,B003,Bandes,0.3901404567450856,0.25554108980340395,0.05145132534048055,,,0.08152244443146799,0.8324401592086652,0.039369356610019876
739184621,B004,BBVA Uruguay,0.44527861895024373,0.5029808116685234,0.5004163808040237,,,0.08152244443146799,0.9219480850984313,0.025487919857939755
739184621,B005,Banco Nación,0.6341074913978535,0.6071159908124856,0.4985530518173349,,,0.08152244443146799,0.8912145647548713,0.046253316059762836
739184621,B006,Itaú Uruguay,0.563979295599408,0.642605330196067,0.5972023325422023,,,0.08152244443146799,0.9213949981272221,0.03594374921395943
739184621,B007,Santander Uruguay,0.4264467713548471,0.6311080612994794,0.4891518578925754,,,0.08152244443146799,0.8890494943842168,0.033633115277681334
739184621,B008,Banque Heritage Uruguay,0.8615991617310415,0.40410789586343177,0.5963953013079659,,,0.08152244443146799,0.8518971544596753,0.034092260050180366
739184621,B009,Citibank Uruguay,0.8404244188829706,0.9728045986333832,0.8296128257744125,,,0.08152244443146799,0.8942592317898499,0.029622433844727653
739184621,B010,BTG Pactual Uruguay,0.9088430547104259,0.7966303548933922,0.8746993044766012,,,0.08152244443146799,0.882665809901679,0.0511592262198231
739184621,B011,Scotiabank Uruguay,0.5220124767980796,0.5544235010599137,0.5715771236767648,,,0.08152244443146799,0.9450030837027374,0.03839829181357124
739184621,B101,JPMorgan Chase,0.969693061600544,0.8260356173871333,0.9777541148672522,0.1460168678078494,3.6182214441516756,0.08152244443146799,,
739184621,B102,Citibank International,0.9552632076005277,0.9412787273482786,1.0,0.1357741828127704,3.6182214441516756,0.08152244443146799,,
739184621,B103,Bank of America,0.6566344463685384,0.888425106576347,0.8928920695355873,0.06593629721207249,3.6182214441516756,0.08152244443146799,,
739184621,B104,Deutsche Bank,0.6309295055341869,0.7843592810178769,0.7968379976898312,0.1480808222118804,3.6182214441516756,0.08152244443146799,,
739184621,B105,BNP Paribas,0.710194285618766,0.8823941997804656,0.8219288961707556,0.1709339358874428,3.6182214441516756,0.08152244443146799,,
739184621,B106,UBS,0.9248870524727113,0.7288570632249329,0.8477801844276227,0.16386986260032352,3.6182214441516756,0.08152244443146799,,
739184621,B107,HSBC International,0.7751737191413718,0.9074033565023333,0.7312213589604386,0.16938803146766107,3.6182214441516756,0.08152244443146799,,
