bank_id,bank_name,year,market_weight,latent_competitive_state,long_run_anchor,persistence,macro_effect,systemic_shock_effect,bank_shock_effect,persistent_strategic_effect,idiosyncratic_innovation,is_bank_shock,is_systemic_shock,world_seed
B001,BROU,2021,0.2943624736098527,-1.2229433676099073,0.30303030303030304,0.9197520768305495,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B007,Santander Uruguay,2021,0.13876598526882358,-1.9749663238469826,0.15151515151515152,0.8890494943842168,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B006,Itaú Uruguay,2021,0.14455313720994484,-1.9341081074696163,0.14141414141414144,0.9213949981272221,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B004,BBVA Uruguay,2021,0.0975607117904065,-2.3272804097364066,0.10101010101010102,0.9219480850984313,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B011,Scotiabank Uruguay,2021,0.08848851337244018,-2.4248825277938217,0.09090909090909091,0.9450030837027374,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B000,BTYT,2021,0.0647495146179541,-2.7372290746784,0.05050505050505051,0.8636474073199254,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B009,Citibank Uruguay,2021,0.05253010636645882,-2.9463688191475987,0.04040404040404041,0.8942592317898499,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B002,BHU,2021,0.026759063433748252,-3.620882043073434,0.030303030303030304,0.8867442454689367,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B010,HSBC Uruguay,2021,0.03156664721963906,-3.4556541835205246,0.030303030303030304,0.882665809901679,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B005,Banco Nación,2021,0.02079983085342646,-3.8728104243547348,0.025252525252525256,0.8912145647548713,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B008,Banque Heritage Uruguay,2021,0.02519494230055334,-3.6811120069671674,0.020202020202020204,0.8518971544596753,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B003,Bandes,2021,0.014669073956752127,-4.222013813785483,0.015151515151515152,0.8324401592086652,0.0,0.0,0.0,0.0,0.0,False,False,739184621
B001,BROU,2022,0.30229780790690286,-1.212808503183261,0.30303030303030304,0.9197520768305495,0.006674090697454779,-0.0,0.0,0.0,0.0011319068448993749,False,False,739184621
B007,Santander Uruguay,2022,0.13718823311318004,-2.0028672064267217,0.15151515151515152,0.8890494943842168,-0.0008567165145778918,-0.0,0.0,0.0,-0.03679634657778752,False,False,739184621
B006,Itaú Uruguay,2022,0.13914660555062383,-1.9886930600594315,0.14141414141414144,0.9213949981272221,-0.005548094894667333,-0.0,0.0,0.0,-0.04731113101625928,False,False,739184621
B004,BBVA Uruguay,2022,0.09948655673130287,-2.3241986267508317,0.10101010101010102,0.9219480850984313,-0.002575252403708832,-0.0,0.0,0.0,0.0029450706696720385,False,False,739184621
B011,Scotiabank Uruguay,2022,0.08101920763971025,-2.5295348956436374,0.09090909090909091,0.9450030837027374,-0.005001569227751632,-0.0,-0.09832304595493219,-0.09832304595493219,-0.0028119684712096375,True,False,739184621
B000,BTYT,2022,0.07110526311311395,-2.6600597953953513,0.05050505050505051,0.8636474073199254,0.0012827161880027394,-0.0,0.09586527902565327,0.09586527902565327,0.013898476101242311,True,False,739184621
B009,Citibank Uruguay,2022,0.049670084381586335,-3.0188183255974144,0.04040404040404041,0.8942592317898499,-0.03510875924112631,-0.0,0.0,0.0,-0.009588377315064468,False,False,739184621
B002,BHU,2022,0.028039319253388456,-3.5906133693842066,0.030303030303030304,0.8867442454689367,0.00846223340614931,-0.0,0.0,0.0,0.007720314524272772,False,False,739184621
B010,HSBC Uruguay,2022,0.03157031192562963,-3.4720039705938417,0.030303030303030304,0.882665809901679,-0.03328440468406928,-0.0,0.0,0.0,0.02172811562482167,False,False,739184621
B005,Banco Nación,2022,0.022760889342974846,-3.799177470241451,0.025252525252525256,0.8912145647548713,-0.0390305957063474,-0.0,0.0,0.0,0.09156120900674394,False,False,739184621
B008,Banque Heritage Uruguay,2022,0.024179831959034156,-3.7387022579818523,0.020202020202020204,0.8518971544596753,-0.03587023092121829,-0.0,0.0,0.0,0.010990072506622274,False,False,739184621
B003,Bandes,2022,0.013535889082552762,-4.318876544984888,0.015151515151515152,0.8324401592086652,-0.004267218866152452,-0.0,0.0,0.0,-0.09801759324535547,False,False,739184621
B001,BROU,2023,0.2929582761609918,-1.2330445319985128,0.30303030303030304,0.9197520768305495,0.003917612171096146,-0.0,0.0,0.0,-0.025669206048797893,False,False,739184621
B007,Santander Uruguay,2023,0.16026154730558445,-1.8362675774206203,0.15151515151515152,0.8890494943842168,-0.0013040459496567434,-0.0,0.11714218222459438,0.11714218222459438,0.03791369518918875,True,False,739184621
B006,Itaú Uruguay,2023,0.13618911132694866,-1.9990302843794563,0.14141414141414144,0.9213949981272221,-0.0017828735227998125,-0.0,0.0,0.0,-0.011119274418884403,False,False,739184621
B004,BBVA Uruguay,2023,0.09480516618852688,-2.3612508252588036,0.10101010101010102,0.9219480850984313,-0.002224724698310133,-0.0,0.0,0.0,-0.03729889946593796,False,False,739184621
B011,Scotiabank Uruguay,2023,0.07591783448117392,-2.5834230984933524,0.09090909090909091,0.9450030837027374,-0.0031441066492414156,-0.0,0.0,-0.06288025380756943,0.004896384288071454,False,False,739184621
B000,BTYT,2023,0.07280780754255507,-2.6252515327786936,0.05050505050505051,0.8636474073199254,-0.0033493088178082886,-0.0,0.0,0.05768447201962164,0.024872522752190266,False,False,739184621
B009,Citibank Uruguay,2023,0.04748444649293124,-3.0526725135289157,0.04040404040404041,0.8942592317898499,-0.013598162415845608,-0.0,0.0,0.0,-0.00016452209048043844,False,False,739184621
B002,BHU,2023,0.0285067619517455,-3.5629334080972024,0.030303030303030304,0.8867442454689367,0.009995945334275351,-0.0,0.0,0.0,0.007025991671251453,False,False,739184621
B010,HSBC Uruguay,2023,0.030028190655871985,-3.5109380997341644,0.030303030303030304,0.882665809901679,-0.013946636475317556,-0.0,0.0,0.0,-0.022112383675463358,False,False,739184621
B005,Banco Nación,2023,0.022941653414961204,-3.780120543960218,0.025252525252525256,0.8912145647548713,-0.024132800531809346,-0.0,0.0,0.0,0.03009757896175377,False,False,739184621
B008,Banque Heritage Uruguay,2023,0.023593833565757442,-3.7520893403915676,0.020202020202020204,0.8518971544596753,-0.013738599982874258,-0.0,0.0,0.0,0.024532330122591095,False,False,739184621
B003,Bandes,2023,0.01450537091295185,-4.23855574006223,0.015151515151515152,0.8324401592086652,-0.006264969731821676,-0.0,0.0,0.0,0.06493338992399106,False,False,739184621
B001,BROU,2024,0.28968217189002937,-1.2154604386970915,0.30303030303030304,0.9197520768305495,0.012637842597275123,-0.0,0.0,0.0,0.0018067863560750146,False,False,739184621
B007,Santander Uruguay,2024,0.17155935909181114,-1.7393154778008038,0.15151515151515152,0.8890494943842168,0.00519204230681611,-0.0,0.0,0.07879723765700744,0.018599335187647045,False,False,739184621
B006,Itaú Uruguay,2024,0.13395683245146375,-1.9867271995093114,0.14141414141414144,0.9213949981272221,-0.001637368340935769,-0.0,0.0,0.0,0.010562972052386503,False,False,739184621
B004,BBVA Uruguay,2024,0.0969406967085356,-2.310145384276294,0.10101010101010102,0.9219480850984313,0.0034327560414442507,-0.0,0.0,0.0,0.04230926423992879,False,False,739184621
B011,Scotiabank Uruguay,2024,0.0726179608065366,-2.5990325164121684,0.09090909090909091,0.9450030837027374,0.002869521164502726,-0.0,0.0,-0.04021362723767416,0.01153122985379574,False,False,739184621
B000,BTYT,2024,0.07338710127292966,-2.58849661347413,0.05050505050505051,0.8636474073199254,0.005758170359650961,-0.0,0.0,0.03471015101611589,0.0454322181206127,False,False,739184621
B009,Citibank Uruguay,2024,0.04406379557423724,-3.0986063184320107,0.04040404040404041,0.8942592317898499,-0.021221660908574073,-0.0,0.0,0.0,-0.008200408408353534,False,False,739184621
B002,BHU,2024,0.027498314166804438,-3.5701201019073663,0.030303030303030304,0.8867442454689367,0.02855959733854366,-0.0,0.0,0.0,-0.04326940052923471,False,False,739184621
B010,HSBC Uruguay,2024,0.03077740568461243,-3.4574639625670853,0.030303030303030304,0.882665809901679,-0.023679678411643142,-0.0,0.0,0.0,0.07546062005840085,False,False,739184621
B005,Banco Nación,2024,0.023111451450670232,-3.7439165731879,0.025252525252525256,0.8912145647548713,-0.025327942729509067,-0.0,0.0,0.0,0.050512881670476364,False,False,739184621
B008,Banque Heritage Uruguay,2024,0.021889896267217827,-3.798219628972514,0.020202020202020204,0.8518971544596753,-0.025721235140910962,-0.0,0.0,0.0,0.0017890941110356607,False,False,739184621
B003,Bandes,2024,0.014515014635151733,-4.2090611959216435,0.015151515151515152,0.8324401592086652,0.006925867394535482,-0.0,0.0,0.0,0.014374833300634115,False,False,739184621
